row_id,order_id,order_date,ship_date,customer_id,product_key,location_id,ship_mode_id,sales,shipping_days
2146,US-2017-152051,2017-06-25,2017-06-29,TS-21160,230,357,2,422.06,4
2147,US-2017-152051,2017-06-25,2017-06-29,TS-21160,134,357,2,38.09,4
2148,US-2017-152051,2017-06-25,2017-06-29,TS-21160,46,357,2,254.35,4
2149,CA-2015-141607,2015-12-12,2015-12-17,WB-21850,791,138,2,43.31,5
2150,CA-2018-102771,2018-03-31,2018-04-05,DO-13435,1271,46,2,84.95,5
2151,US-2018-139969,2018-11-19,2018-11-26,AF-10870,921,358,2,233.06,7
2152,CA-2015-167360,2015-11-24,2015-11-29,RB-19435,407,359,1,111.79,5
2153,CA-2016-123505,2016-11-22,2016-11-26,AR-10540,1035,360,2,14.94,4
2154,CA-2017-117282,2017-07-14,2017-07-18,DR-12880,614,30,2,14.16,4
2155,US-2017-120460,2017-04-30,2017-05-05,BF-11170,1166,177,2,22.61,5
2156,CA-2017-111115,2017-07-25,2017-07-27,LB-16735,296,4,1,21.48,2
2157,CA-2015-124646,2015-06-22,2015-06-24,DV-13465,755,40,3,501.81,2
2158,CA-2015-124646,2015-06-22,2015-06-24,DV-13465,401,40,3,161.94,2
2159,CA-2018-148166,2018-10-21,2018-10-26,NK-18490,1272,263,2,17.86,5
2160,CA-2017-159737,2017-09-03,2017-09-09,CS-11950,916,27,2,8.81,6
2161,CA-2017-141019,2017-05-14,2017-05-14,LH-17155,1081,94,4,79.38,0
2162,CA-2017-101938,2017-01-07,2017-01-12,DW-13480,1273,233,2,34.58,5
2163,CA-2018-166296,2018-03-13,2018-03-19,KF-16285,1089,361,2,314.55,6
2164,CA-2017-154018,2017-10-13,2017-10-19,HA-14920,663,162,2,191.98,6
2165,CA-2017-154018,2017-10-13,2017-10-19,HA-14920,1274,162,2,8.29,6
2166,CA-2017-154018,2017-10-13,2017-10-19,HA-14920,589,162,2,139.92,6
2167,CA-2017-154018,2017-10-13,2017-10-19,HA-14920,1178,162,2,15.87,6
2168,CA-2017-154018,2017-10-13,2017-10-19,HA-14920,309,162,2,6.29,6
2169,CA-2018-117870,2018-01-27,2018-01-30,JH-15820,517,362,1,14.02,3
2170,CA-2018-117870,2018-01-27,2018-01-30,JH-15820,707,362,1,71.98,3
2171,CA-2018-117870,2018-01-27,2018-01-30,JH-15820,162,362,1,107.98,3
2172,US-2018-137491,2018-11-19,2018-11-25,LC-16930,641,363,2,305.31,6
2173,CA-2015-152296,2015-08-01,2015-08-03,IL-15100,1275,35,3,19.75,2
2174,CA-2017-112025,2017-07-30,2017-08-04,LS-16975,1098,33,2,9.26,5
2175,CA-2016-132507,2016-07-30,2016-08-03,CC-12610,1231,17,1,61.79,4
2176,CA-2017-125738,2017-10-15,2017-10-21,PB-18805,1276,364,2,45.68,6
2177,CA-2017-125738,2017-10-15,2017-10-21,PB-18805,1094,364,2,60.12,6
2178,CA-2017-125738,2017-10-15,2017-10-21,PB-18805,1135,364,2,41.72,6
2179,CA-2017-125738,2017-10-15,2017-10-21,PB-18805,425,364,2,71.6,6
2180,CA-2017-128818,2017-05-07,2017-05-11,CJ-12010,340,30,2,85.23,4
2181,CA-2017-128818,2017-05-07,2017-05-11,CJ-12010,432,30,2,44.4,4
2182,CA-2017-128818,2017-05-07,2017-05-11,CJ-12010,1277,30,2,442.76,4
2183,CA-2017-128818,2017-05-07,2017-05-11,CJ-12010,1161,30,2,3999.95,4
2184,CA-2017-128818,2017-05-07,2017-05-11,CJ-12010,98,30,2,199.95,4
2185,CA-2017-128818,2017-05-07,2017-05-11,CJ-12010,746,30,2,63.68,4
2186,CA-2018-124576,2018-08-01,2018-08-04,HK-14890,143,206,1,54.9,3
2187,CA-2017-101378,2017-07-14,2017-07-14,RH-19600,176,365,4,29.0,0
2188,CA-2018-143063,2018-08-10,2018-08-15,IL-15100,1050,135,2,70.08,5
2189,CA-2018-143063,2018-08-10,2018-08-15,IL-15100,72,135,2,121.3,5
2190,CA-2018-143063,2018-08-10,2018-08-15,IL-15100,299,135,2,1454.49,5
2191,CA-2017-118913,2017-06-25,2017-06-29,AS-10240,1278,14,2,60.81,4
2192,CA-2017-128412,2017-12-10,2017-12-17,AP-10915,1253,60,2,153.55,7
2193,CA-2017-128412,2017-12-10,2017-12-17,AP-10915,1123,60,2,65.34,7
2194,CA-2017-128412,2017-12-10,2017-12-17,AP-10915,1040,60,2,123.92,7
2195,CA-2017-128412,2017-12-10,2017-12-17,AP-10915,1279,60,2,35.1,7
2196,CA-2017-128412,2017-12-10,2017-12-17,AP-10915,1054,60,2,44.75,7
2197,CA-2017-136483,2017-12-01,2017-12-06,AG-10390,136,366,2,4.7,5
2198,CA-2015-163013,2015-11-28,2015-12-04,BF-11080,569,154,2,14.67,6
2199,CA-2016-135363,2016-03-28,2016-04-02,CK-12205,90,75,2,15.55,5
2200,CA-2016-135363,2016-03-28,2016-04-02,CK-12205,1232,75,2,5.23,5
2201,US-2015-165659,2015-06-01,2015-06-06,LT-17110,347,367,2,22.2,5
2202,US-2015-165659,2015-06-01,2015-06-06,LT-17110,204,367,2,881.93,5
2203,CA-2016-138002,2016-09-06,2016-09-12,BT-11305,317,6,2,6.1,6
2204,CA-2016-138002,2016-09-06,2016-09-12,BT-11305,1280,6,2,191.82,6
2205,CA-2016-128860,2016-06-29,2016-07-05,SC-20725,1281,208,2,20.1,6
2206,CA-2017-164350,2017-09-10,2017-09-12,CG-12040,1282,49,1,67.56,2
2207,US-2015-103905,2015-07-14,2015-07-20,AW-10930,413,174,2,29.93,6
2208,US-2015-103905,2015-07-14,2015-07-20,AW-10930,181,174,2,38.27,6
2209,CA-2016-129854,2016-08-22,2016-08-26,RB-19705,106,30,2,16.52,4
2210,CA-2015-125556,2015-11-14,2015-11-16,ML-17410,1283,70,1,832.93,2
2211,CA-2015-125556,2015-11-14,2015-11-16,ML-17410,238,70,1,43.8,2
2212,CA-2017-162313,2017-11-27,2017-11-30,VB-21745,1284,368,3,167.29,3
2213,CA-2018-107874,2018-11-21,2018-11-25,SW-20275,913,46,2,27.42,4
2214,CA-2018-129378,2018-10-01,2018-10-02,NS-18505,757,59,3,1.44,1
2215,CA-2018-129378,2018-10-01,2018-10-02,NS-18505,307,59,3,61.78,1
2216,CA-2018-129378,2018-10-01,2018-10-02,NS-18505,864,59,3,241.96,1
2217,CA-2018-129378,2018-10-01,2018-10-02,NS-18505,1285,59,3,108.61,1
2218,CA-2015-151953,2015-09-20,2015-09-25,DB-13555,1286,134,2,2.82,5
2219,CA-2018-130841,2018-07-28,2018-08-01,MH-17620,750,95,2,9.98,4
2220,CA-2018-130841,2018-07-28,2018-08-01,MH-17620,357,95,2,14.98,4
2221,CA-2018-130841,2018-07-28,2018-08-01,MH-17620,1129,95,2,1145.6,4
2222,CA-2016-131884,2016-12-06,2016-12-06,DK-13375,1258,369,4,485.94,0
2223,CA-2016-131884,2016-12-06,2016-12-06,DK-13375,517,369,4,37.38,0
2224,CA-2016-131884,2016-12-06,2016-12-06,DK-13375,213,369,4,70.69,0
2225,CA-2018-121909,2018-07-31,2018-08-05,EA-14035,1287,64,2,54.82,5
2226,CA-2017-106383,2017-03-19,2017-03-21,BT-11440,1288,370,1,72.29,2
2227,CA-2018-130771,2018-07-29,2018-08-03,LA-16780,811,111,2,2.9,5
2228,CA-2018-130771,2018-07-29,2018-08-03,LA-16780,500,111,2,124.79,5
2229,CA-2017-139157,2017-10-01,2017-10-05,GM-14680,1270,24,2,330.59,4
2230,CA-2015-128055,2015-03-31,2015-04-05,AA-10315,1189,35,2,673.57,5
2231,CA-2015-128055,2015-03-31,2015-04-05,AA-10315,1289,35,2,52.98,5
2232,CA-2018-157091,2018-06-26,2018-07-01,DB-13405,800,242,2,526.45,5
2233,CA-2018-132122,2018-07-09,2018-07-14,JH-15820,1290,27,2,228.92,5
2234,CA-2016-123232,2016-12-14,2016-12-16,DJ-13630,1291,41,1,319.97,2
2236,CA-2016-145849,2016-09-15,2016-09-17,CT-11995,627,305,1,190.86,2
2237,CA-2016-145849,2016-09-15,2016-09-17,CT-11995,1292,305,1,24.32,2
2238,CA-2017-122322,2017-07-15,2017-07-21,RH-19510,1293,268,2,44.4,6
2239,CA-2018-166849,2018-04-20,2018-04-26,SJ-20125,1294,27,2,44.4,6
2240,CA-2017-146633,2017-11-15,2017-11-17,TG-21310,454,14,1,1016.79,2
2241,CA-2017-146633,2017-11-15,2017-11-17,TG-21310,1295,14,1,38.14,2
2242,US-2017-126893,2017-11-26,2017-12-01,CT-11995,911,64,2,494.98,5
2243,CA-2018-103380,2018-11-21,2018-11-25,BF-11005,87,55,2,56.56,4
2244,CA-2018-103380,2018-11-21,2018-11-25,BF-11005,452,55,2,5.56,4
2245,CA-2018-103380,2018-11-21,2018-11-25,BF-11005,490,55,2,9.02,4
2246,CA-2018-103380,2018-11-21,2018-11-25,BF-11005,23,55,2,8.62,4
2247,CA-2018-103380,2018-11-21,2018-11-25,BF-11005,911,55,2,659.98,4
2248,CA-2016-116092,2016-02-15,2016-02-18,JM-16195,1296,26,1,13.36,3
2249,CA-2016-116092,2016-02-15,2016-02-18,JM-16195,1135,26,1,41.72,3
2250,CA-2016-116092,2016-02-15,2016-02-18,JM-16195,620,26,1,11.52,3
2251,CA-2016-116092,2016-02-15,2016-02-18,JM-16195,1297,26,1,541.44,3
2252,CA-2016-116092,2016-02-15,2016-02-18,JM-16195,1298,26,1,19.44,3
2253,CA-2017-117849,2017-04-15,2017-04-17,JK-16120,138,189,1,143.7,2
2254,CA-2016-169201,2016-09-28,2016-10-01,HG-14965,338,95,3,43.26,3
2255,CA-2016-169201,2016-09-28,2016-10-01,HG-14965,1123,95,3,43.56,3
2256,CA-2017-164091,2017-09-17,2017-09-22,LA-16780,1299,371,2,437.85,5
2257,CA-2017-164091,2017-09-17,2017-09-22,LA-16780,867,371,2,109.48,5
2258,CA-2018-105214,2018-06-16,2018-06-19,TS-21610,380,35,3,1212.96,3
2259,CA-2018-105214,2018-06-16,2018-06-19,TS-21610,1300,35,3,18.54,3
2260,CA-2016-117611,2016-11-08,2016-11-10,MZ-17335,665,143,1,5.0,2
2261,CA-2016-117611,2016-11-08,2016-11-10,MZ-17335,701,143,1,371.97,2
2262,US-2016-137960,2016-12-18,2016-12-18,MW-18220,583,46,4,166.24,0
2263,CA-2018-122994,2018-02-06,2018-02-09,MV-17485,580,102,3,359.97,3
2264,CA-2017-131065,2017-11-14,2017-11-16,AA-10375,1301,149,1,499.98,2
2265,CA-2017-131065,2017-11-14,2017-11-16,AA-10375,220,149,1,5.28,2
2266,CA-2017-131065,2017-11-14,2017-11-16,AA-10375,933,149,1,8.26,2
2267,CA-2018-149146,2018-10-12,2018-10-12,SM-20320,1302,234,4,7.97,0
2268,CA-2018-137470,2018-09-17,2018-09-17,TP-21415,1303,61,4,12.96,0
2269,CA-2018-105480,2018-12-20,2018-12-26,DK-13225,1304,145,2,6.48,6
2270,CA-2018-105480,2018-12-20,2018-12-26,DK-13225,45,145,2,6.98,6
2271,CA-2018-164917,2018-12-02,2018-12-07,MK-17905,372,124,2,47.96,5
2272,CA-2016-102036,2016-09-21,2016-09-27,CS-12130,1305,60,2,199.74,6
2273,CA-2016-142944,2016-03-06,2016-03-11,JL-15850,1306,35,2,435.26,5
2274,CA-2016-142944,2016-03-06,2016-03-11,JL-15850,1307,35,2,1119.98,5
2275,CA-2015-157882,2015-10-03,2015-10-08,AR-10405,1308,2,1,143.43,5
2276,CA-2015-157882,2015-10-03,2015-10-08,AR-10405,24,2,1,122.35,5
2277,CA-2015-104283,2015-06-27,2015-07-01,LM-17065,861,372,2,306.2,4
2278,CA-2015-104283,2015-06-27,2015-07-01,LM-17065,987,372,2,85.98,4
2279,CA-2015-104283,2015-06-27,2015-07-01,LM-17065,203,372,2,223.96,4
2280,CA-2018-142622,2018-10-30,2018-11-02,JK-15625,1236,61,3,97.57,3
2281,CA-2018-142622,2018-10-30,2018-11-02,JK-15625,1002,61,3,614.27,3
2282,CA-2018-142622,2018-10-30,2018-11-02,JK-15625,907,61,3,199.98,3
2283,CA-2017-132143,2017-09-03,2017-09-05,FM-14215,322,265,3,48.16,2
2284,CA-2016-153108,2016-03-05,2016-03-09,SF-20200,181,373,2,23.92,4
2285,CA-2016-153108,2016-03-05,2016-03-09,SF-20200,1309,373,2,60.69,4
2286,CA-2017-112676,2017-05-05,2017-05-08,PJ-18835,1310,109,3,14.35,3
2287,CA-2018-165687,2018-11-17,2018-11-23,CS-12355,1311,271,2,35.04,6
2288,US-2018-112928,2018-06-01,2018-06-05,BB-10990,1312,214,1,17.48,4
2289,CA-2018-143343,2018-06-10,2018-06-13,BW-11200,843,4,3,16.4,3
2290,CA-2018-115154,2018-01-08,2018-01-11,RS-19420,1313,61,3,892.98,3
2291,CA-2016-149342,2016-04-20,2016-04-25,TS-21160,670,113,2,287.97,5
2292,CA-2016-149342,2016-04-20,2016-04-25,TS-21160,1081,113,2,595.38,5
2293,CA-2016-149342,2016-04-20,2016-04-25,TS-21160,785,113,2,12.96,5
2294,CA-2016-130995,2016-11-01,2016-11-06,QJ-19255,505,30,2,4.95,5
2295,CA-2018-127929,2018-12-23,2018-12-27,FM-14215,72,265,2,181.95,4
2296,CA-2016-113145,2016-11-01,2016-11-05,VD-21670,947,165,2,13.52,4
2297,CA-2016-113145,2016-11-01,2016-11-05,VD-21670,695,165,2,259.7,4
2298,CA-2016-113145,2016-11-01,2016-11-05,VD-21670,1314,165,2,42.95,4
2299,CA-2016-113145,2016-11-01,2016-11-05,VD-21670,657,165,2,1399.93,4
2300,CA-2016-113145,2016-11-01,2016-11-05,VD-21670,483,165,2,503.96,4
2301,CA-2015-162362,2015-11-14,2015-11-18,JL-15505,16,374,2,12.72,4
2302,CA-2015-162362,2015-11-14,2015-11-18,JL-15505,620,374,2,11.52,4
2303,CA-2017-106558,2017-01-17,2017-01-21,DL-13495,557,113,2,316.0,4
2304,CA-2018-157931,2018-09-17,2018-09-22,MO-17800,325,237,1,723.92,5
2305,CA-2018-157931,2018-09-17,2018-09-22,MO-17800,260,237,1,106.32,5
2306,CA-2017-115574,2017-12-23,2017-12-24,BP-11185,719,37,3,141.37,1
2307,CA-2016-160794,2016-08-06,2016-08-08,MS-17980,758,17,3,27.22,2
2308,CA-2018-116225,2018-11-05,2018-11-09,SV-20935,480,30,2,390.75,4
2309,US-2018-120418,2018-06-11,2018-06-12,BC-11125,660,346,3,280.79,1
2310,US-2018-120418,2018-06-11,2018-06-12,BC-11125,81,346,3,68.45,1
2311,US-2018-120418,2018-06-11,2018-06-12,BC-11125,672,346,3,88.04,1
2312,US-2018-120418,2018-06-11,2018-06-12,BC-11125,1051,346,3,15.87,1
2313,US-2018-120418,2018-06-11,2018-06-12,BC-11125,438,346,3,215.59,1
2314,CA-2018-122035,2018-07-20,2018-07-25,EM-13825,682,375,2,14.62,5
2315,CA-2018-122035,2018-07-20,2018-07-25,EM-13825,78,375,2,416.32,5
2316,CA-2018-122035,2018-07-20,2018-07-25,EM-13825,485,375,2,43.0,5
2317,CA-2018-122035,2018-07-20,2018-07-25,EM-13825,1236,375,2,182.94,5
2318,CA-2018-122035,2018-07-20,2018-07-25,EM-13825,851,375,2,60.83,5
2319,CA-2018-122035,2018-07-20,2018-07-25,EM-13825,1315,375,2,389.97,5
2320,CA-2016-117828,2016-12-23,2016-12-26,BD-11500,540,196,3,194.32,3
2321,CA-2018-165491,2018-03-20,2018-03-24,HW-14935,1316,61,2,265.93,4
2322,CA-2016-109470,2016-12-31,2017-01-03,KC-16255,353,1,1,94.74,3
2323,CA-2016-109470,2016-12-31,2017-01-03,KC-16255,282,1,1,60.64,3
2324,CA-2016-109470,2016-12-31,2017-01-03,KC-16255,792,1,1,76.3,3
2325,CA-2016-109470,2016-12-31,2017-01-03,KC-16255,1009,1,1,364.8,3
2326,CA-2016-105102,2016-09-15,2016-09-19,BM-11575,1208,46,1,79.87,4
2327,CA-2016-105102,2016-09-15,2016-09-19,BM-11575,268,46,1,46.38,4
2328,CA-2016-105102,2016-09-15,2016-09-19,BM-11575,13,46,1,12.96,4
2329,CA-2018-138422,2018-09-23,2018-09-26,KN-16705,1317,376,3,14.35,3
2330,US-2016-147739,2016-12-25,2016-12-29,JD-16150,1318,12,2,547.14,4
2331,CA-2017-155187,2017-09-24,2017-09-26,LA-16780,195,26,1,41.96,2
2332,CA-2017-155187,2017-09-24,2017-09-26,LA-16780,1319,26,1,41.7,2
2333,CA-2018-169285,2018-03-21,2018-03-25,RW-19690,420,377,2,277.4,4
2334,CA-2018-169285,2018-03-21,2018-03-25,RW-19690,615,377,2,5.78,4
2335,CA-2015-140886,2015-09-30,2015-10-04,KW-16570,338,378,2,69.22,4
2336,CA-2018-152695,2018-12-10,2018-12-10,CC-12220,137,70,4,10.86,0
2337,CA-2018-152695,2018-12-10,2018-12-10,CC-12220,1320,70,4,426.79,0
2338,CA-2015-110639,2015-08-23,2015-08-23,RH-19495,1321,30,4,25.92,0
2339,CA-2015-110639,2015-08-23,2015-08-23,RH-19495,501,30,4,45.92,0
2340,CA-2015-121727,2015-08-19,2015-08-24,JK-15625,88,48,2,10.72,5
2341,CA-2017-137736,2017-11-10,2017-11-15,DC-13285,887,167,2,41.86,5
2342,US-2015-143231,2015-12-31,2016-01-03,GM-14455,1322,118,3,63.2,3
2343,US-2015-143231,2015-12-31,2016-01-03,GM-14455,1316,118,3,113.97,3
2344,US-2015-155894,2015-07-26,2015-07-30,CL-11890,234,37,1,123.55,4
2345,CA-2017-119025,2017-02-22,2017-02-28,PV-18985,1323,202,2,490.32,6
2346,CA-2017-159373,2017-03-13,2017-03-18,LT-17110,1324,66,2,70.08,5
2347,CA-2017-159373,2017-03-13,2017-03-18,LT-17110,1325,66,2,1.27,5
2348,CA-2017-159373,2017-03-13,2017-03-18,LT-17110,906,66,2,557.58,5
2349,CA-2018-109701,2018-12-02,2018-12-03,AM-10360,626,4,4,9.02,1
2350,CA-2018-109701,2018-12-02,2018-12-03,AM-10360,1326,4,4,69.46,1
2351,CA-2018-109701,2018-12-02,2018-12-03,AM-10360,364,4,4,10.86,1
2352,CA-2018-109701,2018-12-02,2018-12-03,AM-10360,1289,4,4,79.47,1
2353,CA-2018-109701,2018-12-02,2018-12-03,AM-10360,60,4,4,10.08,1
2354,CA-2016-111514,2016-08-31,2016-09-02,SC-20260,38,35,3,1552.83,2
2355,CA-2016-111514,2016-08-31,2016-09-02,SC-20260,143,35,3,137.24,2
2356,CA-2016-111514,2016-08-31,2016-09-02,SC-20260,1327,35,3,36.51,2
2357,CA-2016-111514,2016-08-31,2016-09-02,SC-20260,1328,35,3,239.98,2
2358,US-2015-148838,2015-03-17,2015-03-21,CP-12340,217,24,2,1579.75,4
2359,US-2015-148838,2015-03-17,2015-03-21,CP-12340,1313,24,2,1071.58,4
2360,US-2015-148838,2015-03-17,2015-03-21,CP-12340,1179,24,2,613.91,4
2361,US-2015-148838,2015-03-17,2015-03-21,CP-12340,1329,24,2,34.86,4
2362,US-2015-148838,2015-03-17,2015-03-21,CP-12340,1330,24,2,155.04,4
2363,CA-2018-136497,2018-04-16,2018-04-20,RF-19840,1331,48,2,13.71,4
2364,US-2017-108637,2017-03-13,2017-03-18,AB-10060,444,181,2,127.88,5
2365,US-2017-108637,2017-03-13,2017-03-18,AB-10060,1332,181,2,160.32,5
2366,US-2017-108637,2017-03-13,2017-03-18,AB-10060,1033,181,2,46.0,5
2367,CA-2015-102295,2015-11-24,2015-11-26,EH-13990,1333,379,1,120.71,2
2368,CA-2018-123659,2018-02-10,2018-02-13,MN-17935,1020,235,3,23.12,3
2369,US-2017-129469,2017-09-23,2017-09-27,KL-16555,1334,324,2,532.7,4
2370,US-2017-129469,2017-09-23,2017-09-27,KL-16555,1335,324,2,4.91,4
2371,CA-2018-155152,2018-07-07,2018-07-09,MP-17965,731,123,1,252.0,2
2372,CA-2017-159940,2017-07-07,2017-07-11,BF-11020,1166,174,1,60.29,4
2373,CA-2017-159940,2017-07-07,2017-07-11,BF-11020,1336,174,1,2.63,4
2374,CA-2017-159940,2017-07-07,2017-07-11,BF-11020,1139,174,1,23.69,4
2375,CA-2017-159940,2017-07-07,2017-07-11,BF-11020,325,174,1,253.37,4
2376,CA-2018-119669,2018-01-24,2018-01-30,TP-21130,978,270,2,5.67,6
2377,US-2015-164616,2015-08-19,2015-08-21,MS-17770,1253,48,1,76.78,2
2378,US-2015-164616,2015-08-19,2015-08-21,MS-17770,1337,48,1,9.18,2
2379,CA-2016-148628,2016-12-06,2016-12-11,KM-16375,1266,380,2,32.75,5
2380,CA-2017-118052,2017-05-06,2017-05-10,BE-11455,490,204,2,7.22,4
2381,CA-2017-118052,2017-05-06,2017-05-10,BE-11455,1338,204,2,49.57,4
2382,CA-2017-118052,2017-05-06,2017-05-10,BE-11455,1339,204,2,54.71,4
2383,US-2018-117534,2018-03-25,2018-03-26,CV-12295,1340,254,3,176.04,1
2384,US-2018-117534,2018-03-25,2018-03-26,CV-12295,1341,254,3,16.02,1
2385,US-2018-117534,2018-03-25,2018-03-26,CV-12295,928,254,3,185.92,1
2386,US-2018-117534,2018-03-25,2018-03-26,CV-12295,1342,254,3,211.17,1
2387,US-2018-117534,2018-03-25,2018-03-26,CV-12295,1343,254,3,479.98,1
2388,CA-2016-145065,2016-12-12,2016-12-15,DK-13375,1344,189,3,7.86,3
2389,CA-2016-145065,2016-12-12,2016-12-15,DK-13375,1345,189,3,24.45,3
2390,US-2016-127040,2016-12-06,2016-12-10,SG-20605,1346,30,2,6.48,4
2391,US-2016-127040,2016-12-06,2016-12-10,SG-20605,1347,30,2,41.86,4
2392,US-2016-127040,2016-12-06,2016-12-10,SG-20605,1348,30,2,1619.91,4
2393,US-2016-127040,2016-12-06,2016-12-10,SG-20605,1157,30,2,113.92,4
2394,CA-2017-128111,2017-03-17,2017-03-23,CS-12355,400,381,2,39.68,6
2395,CA-2016-137897,2016-11-14,2016-11-19,PJ-18835,1213,46,2,37.6,5
2396,CA-2016-137897,2016-11-14,2016-11-19,PJ-18835,543,46,2,59.9,5
2397,CA-2016-137897,2016-11-14,2016-11-19,PJ-18835,965,46,2,37.0,5
2398,CA-2018-169264,2018-08-14,2018-08-16,NP-18700,751,10,1,5.76,2
2399,CA-2018-169264,2018-08-14,2018-08-16,NP-18700,22,10,1,16.68,2
2400,CA-2018-147361,2018-09-09,2018-09-15,SB-20290,438,330,2,628.81,6
2401,CA-2018-147361,2018-09-09,2018-09-15,SB-20290,1021,330,2,56.45,6
2402,CA-2018-145877,2018-04-01,2018-04-04,AS-10090,962,335,1,94.2,3
2403,CA-2018-145877,2018-04-01,2018-04-04,AS-10090,154,335,1,28.4,3
2404,US-2017-110170,2017-09-27,2017-10-03,HM-14860,1349,144,2,956.66,6
2405,CA-2018-108574,2018-10-07,2018-10-11,MG-18145,701,63,2,1115.91,4
2406,CA-2018-108574,2018-10-07,2018-10-11,MG-18145,465,63,2,128.74,4
2407,CA-2018-108574,2018-10-07,2018-10-11,MG-18145,314,63,2,79.92,4
2408,CA-2018-144589,2018-01-20,2018-01-25,TM-21010,1170,35,2,24.2,5
2409,CA-2018-144589,2018-01-20,2018-01-25,TM-21010,1350,35,2,359.98,5
2410,CA-2018-155985,2018-03-23,2018-03-25,BE-11335,1103,35,3,211.84,2
2411,CA-2015-162684,2015-08-01,2015-08-06,AS-10630,1063,75,2,5.68,5
2412,CA-2016-142041,2016-06-07,2016-06-09,EM-13810,626,2,1,7.52,2
2413,CA-2015-151295,2015-11-12,2015-11-16,JA-15970,360,63,2,11.96,4
2414,CA-2015-151295,2015-11-12,2015-11-16,JA-15970,742,63,2,629.06,4
2415,CA-2017-156300,2017-12-29,2018-01-02,TB-21595,1333,202,2,754.45,4
2416,CA-2016-146087,2016-07-06,2016-07-11,PP-18955,418,382,2,301.96,5
2417,CA-2018-168655,2018-10-12,2018-10-18,ML-18040,1211,383,2,595.0,6
2418,CA-2018-168655,2018-10-12,2018-10-18,ML-18040,1208,383,2,79.87,6
2419,CA-2017-107202,2017-05-21,2017-05-28,LC-16930,1351,384,2,2396.4,7
2420,CA-2018-159597,2018-11-09,2018-11-14,MC-17590,976,385,2,63.56,5
2421,CA-2018-159597,2018-11-09,2018-11-14,MC-17590,1352,385,2,99.99,5
2422,CA-2017-155551,2017-04-18,2017-04-23,CR-12580,83,386,2,230.38,5
2423,CA-2017-155551,2017-04-18,2017-04-23,CR-12580,676,386,2,9.66,5
2424,US-2018-147669,2018-12-25,2018-12-30,SV-20935,727,324,2,158.93,5
2425,US-2018-147669,2018-12-25,2018-12-30,SV-20935,1326,324,2,13.02,5
2426,US-2018-147669,2018-12-25,2018-12-30,SV-20935,1353,324,2,273.06,5
2427,US-2018-147669,2018-12-25,2018-12-30,SV-20935,1239,324,2,39.31,5
2428,CA-2017-169922,2017-06-11,2017-06-17,MZ-17515,1354,175,2,1.34,6
2429,CA-2017-169922,2017-06-11,2017-06-17,MZ-17515,1355,175,2,8.27,6
2430,CA-2017-169922,2017-06-11,2017-06-17,MZ-17515,1084,175,2,12.54,6
2431,CA-2018-100748,2018-05-13,2018-05-20,RB-19795,3,95,2,58.48,7
2432,CA-2018-129805,2018-12-28,2019-01-02,HM-14860,347,6,2,7.4,5
2433,CA-2015-148586,2015-03-25,2015-04-01,AZ-10750,1356,30,2,366.79,7
2434,US-2018-112613,2018-05-28,2018-06-01,JH-15910,1271,33,2,54.37,4
2435,CA-2016-154746,2016-11-14,2016-11-17,PJ-18835,624,29,3,33.96,3
2436,CA-2016-154746,2016-11-14,2016-11-17,PJ-18835,1357,29,3,826.11,3
2437,CA-2018-140053,2018-07-03,2018-07-10,CA-12265,72,215,2,545.85,7
2438,CA-2015-164210,2015-11-18,2015-11-20,PW-19240,1358,128,1,145.98,2
2439,CA-2015-164210,2015-11-18,2015-11-20,PW-19240,870,128,1,35.81,2
2440,CA-2018-139948,2018-07-17,2018-07-22,SW-20455,633,86,2,7.9,5
2441,CA-2017-146934,2017-05-22,2017-05-27,AF-10870,304,387,2,345.0,5
2442,CA-2017-146934,2017-05-22,2017-05-27,AF-10870,211,387,2,174.29,5
2443,CA-2017-146934,2017-05-22,2017-05-27,AF-10870,192,387,2,662.84,5
2444,CA-2017-146934,2017-05-22,2017-05-27,AF-10870,456,387,2,95.1,5
2445,CA-2017-146934,2017-05-22,2017-05-27,AF-10870,1359,387,2,26.88,5
2446,CA-2017-146934,2017-05-22,2017-05-27,AF-10870,966,387,2,257.98,5
2447,CA-2016-100573,2016-09-25,2016-10-01,AM-10705,761,26,2,17.48,6
2448,CA-2017-119165,2017-10-31,2017-11-06,BD-11320,1164,106,2,492.84,6
2449,CA-2016-128027,2016-09-14,2016-09-17,CM-12385,438,388,1,269.49,3
2450,CA-2017-140207,2017-11-05,2017-11-10,CS-12400,1360,59,2,29.12,5
2451,CA-2018-140949,2018-03-17,2018-03-22,DB-13405,1361,165,1,18.75,5
2452,CA-2018-140949,2018-03-17,2018-03-22,DB-13405,427,165,1,119.7,5
2453,CA-2018-140949,2018-03-17,2018-03-22,DB-13405,541,165,1,9.14,5
2454,CA-2018-140949,2018-03-17,2018-03-22,DB-13405,456,165,1,57.06,5
2455,CA-2018-140949,2018-03-17,2018-03-22,DB-13405,1054,165,1,71.6,5
2456,CA-2018-140949,2018-03-17,2018-03-22,DB-13405,1041,165,1,107.44,5
2457,CA-2018-140949,2018-03-17,2018-03-22,DB-13405,682,165,1,7.31,5
2458,CA-2018-140949,2018-03-17,2018-03-22,DB-13405,33,165,1,59.1,5
2459,CA-2018-140949,2018-03-17,2018-03-22,DB-13405,172,165,1,46.53,5
2460,CA-2018-138548,2018-08-15,2018-08-21,JG-15160,417,171,2,97.84,6
